Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[sex]	Characteristics[genotype]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[sampling site]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[developmental stage]	Factor Value[sampling site]
E12.5 4.2 V	ERS4932196	SAMEA7171752	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 V	sequencing assay	ERX4377244	UCLGNS1237-7-4-2V_S13_L002_R1_001.fastq.gz	UCLGNS1237-7-4-2V_S13_L002_R1_001.fastq.gz	ERR4436733	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436733/ERR4436733_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 4.2 V	ERS4932196	SAMEA7171752	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 V	sequencing assay	ERX4377244	UCLGNS1237-7-4-2V_S13_L002_R2_001.fastq.gz	UCLGNS1237-7-4-2V_S13_L002_R2_001.fastq.gz	ERR4436733	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436733/ERR4436733_2.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 4.2 V	ERS4932196	SAMEA7171752	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 V	sequencing assay	ERX4377244	UCLGNS1237-7-4-2V_S13_L003_R1_001.fastq.gz	UCLGNS1237-7-4-2V_S13_L003_R1_001.fastq.gz	ERR4436734	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/004/ERR4436734/ERR4436734_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 4.2 V	ERS4932196	SAMEA7171752	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 V	sequencing assay	ERX4377244	UCLGNS1237-7-4-2V_S13_L003_R2_001.fastq.gz	UCLGNS1237-7-4-2V_S13_L003_R2_001.fastq.gz	ERR4436734	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/004/ERR4436734/ERR4436734_2.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 4.2 V	ERS4932196	SAMEA7171752	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 V	sequencing assay	ERX4377244	UCLGNS1237-7-4-2V_S13_L004_R1_001.fastq.gz	UCLGNS1237-7-4-2V_S13_L004_R1_001.fastq.gz	ERR4436735	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436735/ERR4436735_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 4.2 V	ERS4932196	SAMEA7171752	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 V	sequencing assay	ERX4377244	UCLGNS1237-7-4-2V_S13_L004_R2_001.fastq.gz	UCLGNS1237-7-4-2V_S13_L004_R2_001.fastq.gz	ERR4436735	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436735/ERR4436735_2.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 6.8 D	ERS4932197	SAMEA7171753	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 D	sequencing assay	ERX4377245	UCLGNS1237-12-6-8D_S18_L001_R1_001.fastq.gz	UCLGNS1237-12-6-8D_S18_L001_R1_001.fastq.gz	ERR4436736	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436736/ERR4436736_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 6.8 D	ERS4932197	SAMEA7171753	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 D	sequencing assay	ERX4377245	UCLGNS1237-12-6-8D_S18_L001_R2_001.fastq.gz	UCLGNS1237-12-6-8D_S18_L001_R2_001.fastq.gz	ERR4436736	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436736/ERR4436736_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 6.8 D	ERS4932197	SAMEA7171753	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 D	sequencing assay	ERX4377245	UCLGNS1237-12-6-8D_S18_L002_R1_001.fastq.gz	UCLGNS1237-12-6-8D_S18_L002_R1_001.fastq.gz	ERR4436737	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436737/ERR4436737_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 6.8 D	ERS4932197	SAMEA7171753	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 D	sequencing assay	ERX4377245	UCLGNS1237-12-6-8D_S18_L002_R2_001.fastq.gz	UCLGNS1237-12-6-8D_S18_L002_R2_001.fastq.gz	ERR4436737	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436737/ERR4436737_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 6.8 D	ERS4932197	SAMEA7171753	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 D	sequencing assay	ERX4377245	UCLGNS1237-12-6-8D_S18_L003_R1_001.fastq.gz	UCLGNS1237-12-6-8D_S18_L003_R1_001.fastq.gz	ERR4436738	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436738/ERR4436738_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 6.8 D	ERS4932197	SAMEA7171753	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 D	sequencing assay	ERX4377245	UCLGNS1237-12-6-8D_S18_L003_R2_001.fastq.gz	UCLGNS1237-12-6-8D_S18_L003_R2_001.fastq.gz	ERR4436738	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436738/ERR4436738_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 6.8 D	ERS4932197	SAMEA7171753	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 D	sequencing assay	ERX4377245	UCLGNS1237-12-6-8D_S18_L004_R1_001.fastq.gz	UCLGNS1237-12-6-8D_S18_L004_R1_001.fastq.gz	ERR4436739	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436739/ERR4436739_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 6.8 D	ERS4932197	SAMEA7171753	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 D	sequencing assay	ERX4377245	UCLGNS1237-12-6-8D_S18_L004_R2_001.fastq.gz	UCLGNS1237-12-6-8D_S18_L004_R2_001.fastq.gz	ERR4436739	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436739/ERR4436739_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 6.8 V	ERS4932198	SAMEA7171754	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 V	sequencing assay	ERX4377246	UCLGNS1237-11-6-8V_S17_L001_R1_001.fastq.gz	UCLGNS1237-11-6-8V_S17_L001_R1_001.fastq.gz	ERR4436740	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436740/ERR4436740_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 6.8 V	ERS4932198	SAMEA7171754	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 V	sequencing assay	ERX4377246	UCLGNS1237-11-6-8V_S17_L001_R2_001.fastq.gz	UCLGNS1237-11-6-8V_S17_L001_R2_001.fastq.gz	ERR4436740	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436740/ERR4436740_2.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 6.8 V	ERS4932198	SAMEA7171754	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 V	sequencing assay	ERX4377246	UCLGNS1237-11-6-8V_S17_L002_R1_001.fastq.gz	UCLGNS1237-11-6-8V_S17_L002_R1_001.fastq.gz	ERR4436741	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436741/ERR4436741_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 6.8 V	ERS4932198	SAMEA7171754	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 V	sequencing assay	ERX4377246	UCLGNS1237-11-6-8V_S17_L002_R2_001.fastq.gz	UCLGNS1237-11-6-8V_S17_L002_R2_001.fastq.gz	ERR4436741	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436741/ERR4436741_2.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 6.8 V	ERS4932198	SAMEA7171754	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 V	sequencing assay	ERX4377246	UCLGNS1237-11-6-8V_S17_L003_R1_001.fastq.gz	UCLGNS1237-11-6-8V_S17_L003_R1_001.fastq.gz	ERR4436742	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436742/ERR4436742_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 6.8 V	ERS4932198	SAMEA7171754	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 V	sequencing assay	ERX4377246	UCLGNS1237-11-6-8V_S17_L003_R2_001.fastq.gz	UCLGNS1237-11-6-8V_S17_L003_R2_001.fastq.gz	ERR4436742	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436742/ERR4436742_2.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 6.8 V	ERS4932198	SAMEA7171754	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 V	sequencing assay	ERX4377246	UCLGNS1237-11-6-8V_S17_L004_R1_001.fastq.gz	UCLGNS1237-11-6-8V_S17_L004_R1_001.fastq.gz	ERR4436743	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436743/ERR4436743_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 6.8 V	ERS4932198	SAMEA7171754	Mus musculus	C57BL/6	not available	wild type genotype	6.8	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 6.8 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 6.8 V	sequencing assay	ERX4377246	UCLGNS1237-11-6-8V_S17_L004_R2_001.fastq.gz	UCLGNS1237-11-6-8V_S17_L004_R2_001.fastq.gz	ERR4436743	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436743/ERR4436743_2.fastq.gz	embryonic day 12.5	optic fissure margins
